系列,编号,派系,卡牌名称,备用卡牌名称,图片链接,类型,独有,卡牌费用,初始威胁,意志力,攻击力,防御力,生命值,任务点,属性,警戒,远攻,限制,隐匿,厄运,遭遇,守护,协同,种族,规则文字,功能,人数,精神,战术,领导,学识,中立,1352
罗斯加堡之旅,57,学识,罗瑞恩的哈尔迪尔,罗瑞安的哈尔达,51223bd0-ffd1-11df-a976-0801203c9002.jpg,盟友,*,4,,2,2,2,3,,西尔凡精灵.,√,√,,,,,,,西尔凡精灵,远攻.警戒.,防御,多人,,,,,,
罗斯加堡之旅,58,学识,内讧,内讧,51223bd0-ffd1-11df-a976-0801203c9006.jpg,事件,,1,,,,,,,,,,,,,,,,,行动：将任意数量的伤害标记从一个敌军上移至另一个敌军上。,攻击,,,,,,,
罗斯加堡之旅,59,中立,拉达加斯特,瑞达加斯特,51223bd0-ffd1-11df-a976-0801203c9003.jpg,盟友,*,5,,2,1,1,3,,巫师.,,,,,,,,,巫师,"每个资源阶段瑞达加斯特收集1枚资源标记。
这些资源标记能被用以支付从你的手牌中打出生物卡牌。
行动：从瑞达加斯特的资源池中支付X枚资源标记，以治疗任一生物的X点伤害。",,,,,,,,
艾明穆尔山丘,72,战术,巴因之子布兰德,巴恩之子布兰德,51223bd0-ffd1-11df-a976-0801204c9003.jpg,英雄,*,,10,2,3,2,3,,谷地.,,√,,,,,,,谷地,"远攻.
响应：在巴恩之子布兰德攻击并消灭一个与另一位玩家交锋的敌军后，选择并重置一名该玩家的角色。",攻击,多人,,,,,,
艾明穆尔山丘,73,领导,目光锐利的图克,目光锐利的图克,51223bd0-ffd1-11df-a976-0801204c9008.jpg,盟友,,2,,1,0,0,2,,哈比人.,,,,,,,,,哈比人,"响应：在目光锐利的图克进场后，展示每位玩家牌组顶端的一张卡牌。
行动：将目光锐利的图克返回你的手牌，以弃除每位玩家牌组顶端的一张卡牌。 ",,多人,,,,,,
艾明穆尔山丘,74,领导,殿后,殿后,51223bd0-ffd1-11df-a976-0801204c9012.jpg,事件,,1,,,,,,,,,,,,,,,,,任务行动：从场中弃除一名【领导】盟友，以使被指派执行本次任务的每名英雄获得+1【意志力】直到本阶段结束。,任务,多人,,,,,,
艾明穆尔山丘,75,战术,梭隆多的后代,鹰王索隆多的子嗣,51223bd0-ffd1-11df-a976-0801204c9004.jpg,盟友,,4,,1,2,1,2,,"生物.
巨鹰.",,,,,,,,,巨鹰,"鹰王索隆多的子嗣不受“限制”附属。
响应：在鹰王索隆多的子嗣进场或离场后，对场景区的任一敌军造成2点伤害。",攻击,,,,,,,
艾明穆尔山丘,76,战术,美尼尔多的飞翔,曼奈多的飞翔,51223bd0-ffd1-11df-a976-0801204c9009.jpg,事件,,0,,,,,,,,,,,,,,,,,行动：选择一名巨鹰盟友。将该角色返回其拥有者的手牌。,,,,,,,,
艾明穆尔山丘,77,精神,里德马克之冠,骠骑国的骏马,51223bd0-ffd1-11df-a976-0801204c9023.jpg,盟友,,2,,1,1,0,2,,生物.洛汗.,,,,,,,,,洛汗,行动：横置并弃除骠骑国的骏马，以放置2枚进度标记到任意地区上。,任务,,,,,,,
艾明穆尔山丘,78,精神,骑向毁灭,骑向毁灭,51223bd0-ffd1-11df-a976-0801204c9013.jpg,事件,,1,,,,,,,,,,,,,,,,,行动：从场中弃除一名洛汗盟友，以选择一个地区。放置3枚进度标记到该地区上。,任务,,,,,,,
艾明穆尔山丘,79,学识,吉尔多·英格罗瑞安,吉尔多·印格罗瑞安,51223bd0-ffd1-11df-a976-0801204c9005.jpg,盟友,*,5,,3,2,3,3,,诺多精灵.,,,,,,,,,诺多精灵,行动：横置吉尔多·印格罗瑞安，以查看你牌组顶端的三张卡牌。将其中一张与你手牌中的一张卡牌互换。然后，将该三张卡牌按任意顺序放回你的牌组顶端。,防御,,,,,,,
艾明穆尔山丘,80,学识,吉尔多的忠告,吉尔多的忠告,51223bd0-ffd1-11df-a976-0801204c9006.jpg,事件,,3,,,,,,,,,,,,,,,,,"在任务阶段中，角色被指派执行任务前打出。
行动：本阶段从遭遇牌组中少展示一张卡牌。（最少为一张）",,多人,,,,,,
艾明穆尔山丘,81,中立,旅行之歌,旅行之歌,51223bd0-ffd1-11df-a976-0801204c9016.jpg,附属,,1,,,,,,,歌谣.,,,,,,,,,,"附属到一名英雄上。
所附属英雄获得【精神】资源符号。",,,,,,,,
死亡沼泽,95,战术,波洛米尔,波罗莫,51223bd0-ffd1-11df-a976-0801205c9002.jpg,英雄,*,,11,1,3,2,5,,刚铎.贵族.战士.,,,,,,,,,刚铎,"行动：上升1点你的威胁等级，以重置波罗（每个阶段限制一次）。
行动：弃除波罗莫，以对与一位玩家交锋的每个敌军造成2点伤害。",攻击,,,,,,,
死亡沼泽,96,领导,杜内丹守望者,登丹人的守望者,51223bd0-ffd1-11df-a976-0801205c9004.jpg,盟友,,3,,1,1,1,2,,登丹人.,,,,,,,,,登丹人,响应：从场中弃除登丹人的守望者，以取消一张刚被触发的卡牌暗影效果。,,,,,,,,
死亡沼泽,97,领导,杜内丹人的行囊,登丹人的行囊,51223bd0-ffd1-11df-a976-0801205c9003.jpg,附属,,2,,,,,,,物品.,,,,,,,,,,"附属到一名英雄上。
所附属英雄获得“远攻”。
行动：从所附属英雄的资源池中支付1枚资源标记，以使登丹人的行囊附属到另一名英雄上。",,多人,,,,,,
死亡沼泽,98,战术,风王的臣属,风王的臣民,51223bd0-ffd1-11df-a976-0801205c9022.jpg,盟友,,1,,0,3,0,1,,"生物.
巨鹰.",,√,,,,,,,巨鹰,"远攻.
风王的臣民不受“限制”附属。
强制：在风王的臣民参与攻击的攻击结算后，从场中弃除风王的臣民。",攻击,多人,,,,,,
死亡沼泽,99,战术,嘲讽之歌,嘲讽之歌,51223bd0-ffd1-11df-a976-0801205c9016.jpg,附属,,1,,,,,,,歌谣.,,,,,,,,,,"附属到一名英雄上。
行动：横置嘲讽之歌，以选择另一名英雄。由所附属英雄承受所选英雄将受到的所有伤害直到本阶段结束。",,,,,,,,
死亡沼泽,100,精神,埃尔夫海尔姆,艾海姆,51223bd0-ffd1-11df-a976-0801205c9005.jpg,盟友,*,4,,1,2,2,3,,"洛汗.
战士.",,,,,,,,,洛汗,当艾海姆未横置时，他获得：“响应：在你的威胁等级因执行任务失败，或因遭遇牌或任务牌效果而上升后，你的威胁等级下降1点。”,,,,,,,,
死亡沼泽,101,精神,我们并不是在沉睡,我们枕戈待旦,51223bd0-ffd1-11df-a976-0801205c9023.jpg,事件,,5,,,,,,,,,,,,,,,,,行动：指派洛汗角色执行任务时无须横置，直到本阶段结束。,任务,,,,,,,
死亡沼泽,102,学识,西尔凡追踪者,西尔凡追踪者,51223bd0-ffd1-11df-a976-0801205c9014.jpg,盟友,,3,,1,1,1,3,,西尔凡精灵.,,,,,,,,,西尔凡精灵,响应：在恢复阶段中一名西尔凡精灵角色重置后，治疗该角色的1点伤害。,,,,,,,,
死亡沼泽,103,学识,绑紧的绳结,绑紧的绳结,51223bd0-ffd1-11df-a976-0801205c9006.jpg,附属,,1,,,,,,,技能.,,,,,,,,,,"附属到一名哈比人角色上。
行动：横置绑紧的绳结，以重置所附属角色。",,,,,,,,
死亡沼泽,104,中立,战争之歌,战争之歌,51223bd0-ffd1-11df-a976-0801205c9015.jpg,附属,,1,,,,,,,歌谣.,,,,,,,,,,"附属到一名英雄上。
所附属英雄获得【战术】资源符号。",,,,,,,,
重返幽暗密林,116,领导,戴因·铁足,丹恩·铁足,51223bd0-ffd1-11df-a976-0801206c9005.jpg,英雄,*,,11,1,2,3,5,,矮人.,,,,,,,,,矮人,当丹恩·铁足未横置时，矮人角色获得+1【攻击力】和+1【意志力】。,防御,,,,,,,
重返幽暗密林,117,领导,杜内丹人的记号,登丹人的记号,51223bd0-ffd1-11df-a976-0801206c9008.jpg,附属,,1,,,,,,,记号.,,,,,,,,,,"附属到一名英雄上。
所附属英雄获得“警戒”。
行动：从所附属英雄的资源池中支付1枚资源标记，以使登丹人的行囊附属到另一名英雄上。",,多人,,,,,,
重返幽暗密林,118,领导,曙光会照到你们所有人,曙光会吞没所有人,51223bd0-ffd1-11df-a976-0801206c9006.jpg,事件,,2,,,,,,,,,,,,,,,,,"在暗影牌被分配后，任何攻击结算前打出。
战斗行动：每位玩家可以从与其交锋的敌军上选择并弃除一张面朝下的暗影牌。",,,,,,,,
重返幽暗密林,119,战术,迷雾山脉鹰群,迷雾山脉的鹰群,51223bd0-ffd1-11df-a976-0801206c9009.jpg,盟友,,4,,2,2,2,4,,"生物.
巨鹰.",,,,,,,,,巨鹰,"迷雾山脉的鹰群不受“限制”附属。迷雾山脉的鹰群每有一张面朝下的附属，其获得+1【攻击力】和+1【防御力】。
响应：在另一只巨鹰角色离场后，你可以将该卡牌面朝下附属到迷雾山脉的鹰群上。",攻击,,,,,,,
重返幽暗密林,120,战术,大鹰的支持,巨鹰的支援,51223bd0-ffd1-11df-a976-0801206c9019.jpg,附属,,3,,,,,,,恩惠.,,,,,,,,,,"附属到一名【战术】英雄上。
行动：横置巨鹰的支援，以选择一只巨鹰盟友。将该盟友的【攻击力】或【防御力】（选择其一）增加到所附属英雄上直到本阶段结束。",攻击,,,,,,,
重返幽暗密林,121,精神,西大道旅者,西大道的旅者,51223bd0-ffd1-11df-a976-0801206c9026.jpg,盟友,,2,,2,0,0,1,,洛汗.,,,,,,,,,洛汗,响应：在从你的手牌中打出西大道的旅者后，将激活的地区与场景区中的任一其他地区互换。,,,,,,,,
重返幽暗密林,122,精神,惊人的速度,惊人的速度,51223bd0-ffd1-11df-a976-0801206c9003.jpg,事件,,3,,,,,,,,,,,,,,,,,行动：所有洛汗角色获得+2【意志力】直到本阶段结束。,任务,,,,,,,
重返幽暗密林,123,学识,黑森林信使,幽暗密林斥候,51223bd0-ffd1-11df-a976-0801206c9016.jpg,盟友,,3,,1,2,0,2,,西尔凡精灵.斥候.,,,,,,,,,西尔凡精灵,当幽暗密林斥候独自攻击时，防御的敌军不计算它的【防御力】。,攻击,,,,,,,
重返幽暗密林,124,学识,大地的线索,大地的线索,51223bd0-ffd1-11df-a976-0801206c9017.jpg,事件,,0,,,,,,,,,,,,,,,,,行动：查看遭遇牌顶端的一张卡牌。然后，你可以支付1枚【学识】资源标记，以使大地的线索返回你的手牌。,,,,,,,,
重返幽暗密林,125,中立,往昔阴影,过往黯影,51223bd0-ffd1-11df-a976-0801206c9018.jpg,事件,,2,,,,,,,,,,,,,,,,,行动：将遭遇弃牌堆顶端的一张卡牌移至遭遇牌组顶端。,,,,,,,,
凯萨督姆,1,精神,杜瓦林,德瓦林,51223bd0-ffd1-11df-a976-0801207c9025.jpg,英雄,*,,9,1,2,2,4,,矮人.,,,,,,,,,矮人,响应：在德瓦林攻击并消灭一个半兽人敌军后，你的威胁等级下降2点。,,,,,,,,
凯萨督姆,2,学识,哈比人,毕佛,51223bd0-ffd1-11df-a976-0801207c9008.jpg,英雄,*,,7,2,1,2,3,,矮人.,,,,,,,,,矮人,行动：从一名英雄的资源池中支付1枚资源标记，以增加1枚资源标记到毕佛的资源池中。任何玩家可以触发本能力。（每个回合限制1次）,,多人,,,,,,
凯萨督姆,3,领导,纳维的腰带,纳维的腰带,51223bd0-ffd1-11df-a976-0801207c9050.jpg,附属,*,2,,,,,,,物品.,,,,,,,,,,"附属到一名矮人英雄上。
行动：横置纳维的腰带，以使所附属英雄获得一个【领导】，【学识】，【战术】或【精神】资源符号直到本阶段结束。",,,,,,,,
凯萨督姆,4,领导,都林之歌,都灵之歌,51223bd0-ffd1-11df-a976-0801207c9024.jpg,事件,,1,,,,,,,歌谣.,,,,,,,,,,行动：选择一名矮人英雄，该英雄获得+1【意志力】，+2【攻击力】和+2【防御力】直到本回合结束。,,,,,,,,
凯萨督姆,5,领导,勇往直前,勇往直前,51223bd0-ffd1-11df-a976-0801207c9031.jpg,事件,,3,,,,,,,,,,,,,,,,,响应：在玩家执行任务失败后，选择一位玩家。该玩家不上升他的威胁等级。,,,,,,,,
凯萨督姆,6,战术,南都希瑞安的老兵,南都布理安的老兵,51223bd0-ffd1-11df-a976-0801207c9085.jpg,盟友,,4,,0,3,2,3,,矮人.战士.,,,,,,,,,矮人,南都西理安的老兵进场时具有1枚伤害标记。,攻击,,,,,,,
凯萨督姆,7,战术,矮人挖凿斧,矮人故乡之斧,51223bd0-ffd1-11df-a976-0801207c9026.jpg,附属,,1,,,,,,,"物品.
武器.",,,√,,,,,,,"限制.
附属到一名矮人角色上。所附属角色获得+1【攻击力】。
响应：在所附属角色攻击后，对防御的敌军造成1点伤害。",攻击,,,,,,,
凯萨督姆,8,战术,凯萨德！凯萨德！,凯萨德！凯萨德！,51223bd0-ffd1-11df-a976-0801207c9044.jpg,事件,,0,,,,,,,,,,,,,,,,,行动：选择一名矮人角色。该角色获得+3【攻击力】直到本阶段结束。,攻击,,,,,,,
凯萨督姆,9,精神,齐吉尔矿工,西吉尔矿工,51223bd0-ffd1-11df-a976-0801207c9088.jpg,盟友,,2,,1,1,1,1,,矮人.,,,,,,,,,矮人,行动：横置西吉尔矿工并指定一个数值，以弃除你牌组顶端的两张卡牌。如果其中至少有一张卡牌的费用等于所指定的数值，选择一名你控制的英雄。每有一张费用与指定数值相等的卡牌，增加1枚资源标记到该英雄的资源池中。,,,,,,,,
凯萨督姆,10,精神,适于黑暗,适于黑暗,51223bd0-ffd1-11df-a976-0801207c9083.jpg,事件,,2,,,,,,,,,,,,,,,,,行动：每名矮人角色获得+1【意志力】直到本阶段结束。（如果激活的地区是地底或黑暗地区，则以+2【意志力】代替。）,任务,,,,,,,
凯萨督姆,11,学识,埃瑞博撰史人,依伯鲁撰史人,51223bd0-ffd1-11df-a976-0801207c9030.jpg,盟友,,1,,1,0,0,1,,矮人.,,,,,,,,,矮人,"依伯鲁撰史人不能攻击或防御。
行动：横置依伯鲁撰史人并支付1枚【学识】资源标记，以选择并重置一名矮人角色。",,,,,,,,
凯萨督姆,12,学识,先祖的学识,先祖的学识,51223bd0-ffd1-11df-a976-0801207c9007.jpg,事件,,1,,,,,,,,,,,,,,,,,行动：横置一名矮人角色，以放置2枚进度标记到激活的地区上。（如果该地区是地底或山脉地区，则以4枚代替。）,任务,,,,,,,
凯萨督姆,13,中立,埃瑞博靴子,依伯鲁之靴,51223bd0-ffd1-11df-a976-0801207c9012.jpg,附属,,0,,,,,,,物品.,,,,,,,,,,"附属到一名矮人或哈比人角色上。
每名角色限制一张依伯鲁之靴。
所附属角色获得+1生命值。",防御,,,,,,,
红角隘口,1,领导,埃洛希尔,爱罗希尔,cc7beee8-1f42-4926-8c45-8a50f3a87c57.jpg,英雄,*,,10,2,2,1,4,,诺多精灵.贵族.游侠.,,,,,,,,,诺多精灵,"当爱拉丹在场时，爱罗希尔获得+2【防御力】。
响应：在爱罗希尔被宣告为防御者后，从他的资源池中支付1枚资源标记，以重置他。",防御,,,,,,,
红角隘口,2,领导,采取主动,采取主动,ac2d3796-1d68-4d27-9e5e-4a09a535c0b7.jpg,事件,,0,,,,,,,,,,,,,,,,,行动：弃除你牌组顶端的一张卡牌。如果所弃除卡牌的印刷费用等于或高于你控制的角色数量，补两张卡牌并对任一敌军造成2点伤害。,,,,,,,,
红角隘口,3,领导,及时的援助,及时的援助,bd20ff6a-d77f-47d8-81dd-202e5f21cfaf.jpg,事件,,4,,,,,,,,,,,√,,,,,,"隐匿 3.
行动：展示你牌组顶端的五张卡牌，并且如可能则放置一张所展示的盟友牌进场。将所展示的其它所有卡牌洗回你的牌组。",,,,,,,,
红角隘口,4,战术,无影之击,无影之击,c1c21875-2650-4e7d-b8c7-c0c0970ce8b0.jpg,事件,,0,,,,,,,,,,,,,,,,,行动：选择一名你控制的角色。直到本阶段结束前，当该角色攻击一个交锋值高于你威胁等级的敌军时，其获得+3【攻击力】。,攻击,,,,,,,
红角隘口,5,战术,持续击杀,持续击杀,fcfc6d7e-40eb-43b4-a72a-b529931f12ea.jpg,附属,,0,,,,,,,,,,,,,,,,,"附属到一名英雄上。每名英雄限制一张。
另一张名为持续击杀卡牌上的资源标记比本卡牌上资源标记每多1枚，所附属英雄获得+1【攻击力】。
强制：在所附属英雄攻击并消灭一个敌军后，放置1枚资源标记到本卡牌上。",攻击,多人,,,,,,
红角隘口,6,精神,波弗,波佛,c00bdeff-c186-4d83-bf24-2142fdd39b19.jpg,盟友,*,3,,2,1,1,3,,矮人.,,,,,,,,,矮人,任务行动：支付1枚【精神】资源标记，以使波佛从你的手牌中放置进场，横置并指派其执行任务。如果你本阶段执行任务成功并且波佛依然在场，将其返回你的手牌。,任务,,,,,,,
红角隘口,7,精神,重拾的友谊,重拾的友谊,ef533832-523e-40ff-9116-163485826c5b.jpg,事件,,0,,,,,,,,,,,,,,,,,响应：在另一位玩家打出一张附属牌到你控制的英雄上后，你可以（选择其一）：重置一名该玩家的英雄，或该玩家补一张卡牌，或该玩家的威胁等级下降2点。,,多人,,,,,,
红角隘口,8,学识,渡鸦岭斥候,乌丘斥候,2bb2c224-3d72-455f-9ec6-89670d372660.jpg,盟友,,3,,0,1,1,3,,谷地.斥候.,,,,,,,,,谷地,行动：横置乌丘斥候，以最多使2枚进度标记从一个地区上移至另一个地区上。,任务,,,,,,,
红角隘口,9,学识,必要信息,必要信息,28a27a2b-d9c9-40ab-95ec-b44eca301102.jpg,事件,,2,,,,,,,,,,,√,,,,,,"隐匿 2.
行动：上升1点你的威胁等级，以查看遭遇牌组顶端的一张卡牌。然后，你的威胁等级下降X点，X等于该卡牌的威胁力。",,,,,,,,
红角隘口,10,中立,美味的餐食,美味的餐食,97016882-11f8-428c-9f3f-43bb51aacb38.jpg,附属,,0,,,,,,,,,,,,,,,,,"附属到一名哈比人英雄上。
行动：弃除美味的餐食，以使本回合你打出的下一张匹配所附属英雄派系的事件牌费用减2。",,,,,,,,
瑞文戴尔之路,28,战术,埃尔拉丹,爱拉丹,51223bd0-ffd1-11df-a976-0801209c9010.jpg,英雄,*,,10,2,1,2,4,,诺多精灵.贵族.游侠.,,,,,,,,,诺多精灵,"当爱罗希尔在场时，爱拉丹获得+2【攻击力】。
响应：在爱拉丹被宣告为攻击者后，从他的资源池中支付1枚资源标记，以重置他。",攻击,,,,,,,
瑞文戴尔之路,29,领导,杜内丹漫游者,登丹漫游者,51223bd0-ffd1-11df-a976-0801209c9009.jpg,盟友,,5,,1,2,2,2,,登丹人.游侠.,√,√,,√,,,,,登丹人,远攻.警戒.隐匿 3.,,多人,,,,,,
瑞文戴尔之路,30,领导,墨瑞亚的召唤,摩瑞亚的召唤,51223bd0-ffd1-11df-a976-0801209c9015.jpg,事件,,3,,,,,,,,,,,,,,,,,行动：重置所有矮人角色。,,,,,,,,
瑞文戴尔之路,31,战术,幽谷剑,瑞文戴尔之剑,51223bd0-ffd1-11df-a976-0801209c9023.jpg,附属,,1,,,,,,,"物品.
武器.",,,√,,,,,,,"限制.
附属到诺多精灵或西尔凡精灵角色上。
当所附属角色攻击敌军时，该敌军获得-2【防御力】直到本阶段结束。",攻击,,,,,,,
瑞文戴尔之路,32,战术,落石,落石,51223bd0-ffd1-11df-a976-0801209c9014.jpg,事件,,1,,,,,,,,,,,,,,,,,行动：横置X名角色，以对场景区中的一个敌军造成X点伤害。,攻击,多人,,,,,,
瑞文戴尔之路,33,精神,马克骑手,骠骑兵,51223bd0-ffd1-11df-a976-0801209c9022.jpg,盟友,,3,,2,1,1,2,,洛汗.,,,,,,,,,洛汗,"行动：支付1枚【精神】资源标记，以使骠骑兵交由另一位玩家控制。（每个回合限制1次）
响应：在骠骑兵改变控制权后，弃除一张与你交锋的敌军上所分配的暗影牌。",,多人,,,,,,
瑞文戴尔之路,34,精神,埃雅仁迪尔之歌,埃兰迪尔之歌,51223bd0-ffd1-11df-a976-0801209c9026.jpg,附属,,1,,,,,,,歌谣.,,,,,,,,,,"附属到一名【精神】英雄上。
响应：在埃兰迪尔之歌进场后，补一张卡牌。
响应：在另一位玩家的威胁等级上升后，上升1点你的威胁等级，以使该玩家的威胁等级下降1点。",,多人,,,,,,
瑞文戴尔之路,35,学识,邦伯,庞伯,51223bd0-ffd1-11df-a976-0801209c9007.jpg,盟友,*,3,,0,0,1,3,,矮人.,,,,,,,,,矮人,行动：横置庞伯，以选择一个地区。该地区获得-1【威胁值】直到本阶段结束。（如果是地底地区，则以该地区不计算其【威胁值】代替。）,,,,,,,,
瑞文戴尔之路,36,学识,来自荒野,远离荒蛮,51223bd0-ffd1-11df-a976-0801209c9020.jpg,事件,,3,,,,,,,,,,,√,,,,,,"隐匿 2.
行动：在遭遇牌组顶端的五张卡牌中，搜寻任意一张无胜利点数值的非目标牌，并加入你的胜利点计数中。将余下的卡牌洗回遭遇牌组。将远离荒蛮加入胜利点计数区中。",,,,,,,,
